HHKEY,ZIP_CODE,Num_Purchases,TotalSpend,Credit Card User,Average_Spend,PC_CALC20,PSWEATERS,PKNIT_TOPS,PKNIT_DRES,PBLOUSES,PJACKETS,PCAR_PNTS,PCAS_PNTS,PSHIRTS,PDRESSES,PSUITS,POUTERWEAR,PJEWELRY,PFASHION,PLEGWEAR,Pother,PROMOS,DaysonFile,BeteenPurchases,MARKDOWN,COUPONS,STORES,WEB,MAILED,RESPONDED,RESPONSERATE,DiversitySpend,Perc_Returns,RESP
9960000003122,21201,1,158,No,158,11,0,0,0,0,0.62,0.37,0,0,0,0,0,0,0,0,0.01,13,348,348,0,0,1,0,5,0,0,153.2,0,0
9960000003123,21229,4,504.93,No,126.23,11,0.07,0,0,0.05,0.07,0.15,0,0,0.03,0.59,0,0,0,0.00002,0.03998,8,211,52.75,0.21,1,2,0,2,1,50,39.4,0,0
9960000003124,21244,1,132.97,No,132.97,11,0.81,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.01,19,663,663,0.19,0,1,0,8,0,0,70.41,0,0
9960000003125,21222,3,239.98,No,79.99,11,0.2,0,0,0,0,0,0.1,0.24,0.45,0,0,0,0,0,0.01,18,686,228.66,0.13,0,3,1,5,2,40,31.63,0,1
9960000003126,21286,6,248.41,No,41.4,11,0.2,0,0,0.04,0,0,0.16,0,0.15,0.27,0,0.02,0,0,0.16,17,400,66.66,0.11,1,2,0,7,2,28.57,18.7,0.47,0
9960000003127,21236,13,2157.67,Yes,165.97,18,0.36,0.06,0.06,0.07,0.1,0.05,0.09,0.07,0.01,0,0,0.01,0,0,0.12,21,675,51.92,0.24,9,4,0,9,6,66.67,17.73,0.06,0
9960000003128,21234,5,1009.5,Yes,201.9,19,0.12,0,0.09,0.15,0.28,0.07,0.02,0.14,0.05,0,0,0,0.02,0.01,0.05,20,364,72.8,0.09,0,3,0,5,1,20,16.24,0,0
9960000003129,21207,1,192,No,192,11,0,0,0,0,0,0,0,0,0.82,0,0,0,0.17,0,0.01,13,277,277,0.15,0,1,0,4,0,0,138.57,0,0
9960000003130,21216,4,192.4,Yes,48.1,11,0.16,0,0.1,0,0,0,0.1,0,0.54,0,0,0,0.07,0,0.03,16,618,154.5,0.3,0,2,0,4,0,0,35.34,0,0
9960000003131,21224,7,253.2,No,36.17,11,0.22,0.06,0,0.05,0,0.16,0.28,0,0.09,0,0,0.06,0.03,0,0.05,7,212,30.28,0.33,0,5,0,1,1,100,18.17,0,0
9960000003132,21234,1,263,No,263,16,0.16,0,0,0,0,0,0.33,0.19,0,0,0,0,0.2,0,0.12,7,207,207,0.09,0,2,0,4,0,0,21.87,0.11,0
9960000003133,21211,2,126,No,63,11,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0.28,8,184,92,0.09,0,1,0,2,0,0,51.84,0.38,0
9960000003134,21228,7,279.45,No,39.92,18,0.17,0,0.14,0.03,0.14,0,0.39,0.1,0,0,0,0,0,0,0.03,18,523,74.71,0.3,1,5,0,6,3,50,25.88,0,0
9960000003135,21204,1,68.98,No,68.98,11,0,0,0,0.49,0,0,0,0,0,0,0,0,0.5,0,0.01,3,305,305,0,0,2,0,0,0,0,50.01,0,0
9960000003136,21209,1,97.46,No,97.46,11,0.38,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0.02,13,344,344,0.24,0,1,0,4,0,0,33.72,0,0
9960000003137,21228,1,171.99,No,171.99,11,0.11,0,0,0.19,0,0.68,0,0,0,0,0,0,0,0,0.02,13,320,320,0,0,1,0,3,0,0,99.4,0,0
9960000003138,21236,10,1183.99,Yes,118.39,16,0.07,0,0,0.04,0.24,0.07,0.03,0.07,0.15,0.1,0.08,0.02,0.06,0.01,0.06,21,635,63.5,0.25,1,6,0,10,4,40,12.91,0,0
9960000003139,21237,5,243.93,No,48.78,19,0.18,0.05,0,0,0.3,0,0,0.23,0.11,0,0,0.03,0,0,0.1,6,679,135.8,0.12,0,4,0,1,0,0,20.31,0.06,0
9960000003140,21209,4,66,Yes,16.5,11,0,0,0,0,0,0,0,0.31,0,0,0,0.06,0,0,0.63,5,330,82.5,0.06,1,2,0,0,0,0,10.11,1.63,0
9960000003141,21237,3,121.95,No,40.65,11,0.33,0.12,0,0,0,0,0.41,0,0,0,0,0,0,0.12,0.02,4,536,178.66,0.17,0,4,0,0,0,0,31.79,0,0
9960000003142,21244,3,595.16,No,198.38,11,0.23,0.08,0,0,0.34,0,0,0.13,0.13,0,0.03,0.03,0,0,0.03,5,187,62.33,0.01,0,1,0,0,0,0,26.75,0,0
9960000003143,21228,2,464.98,No,232.49,11,0.28,0,0,0.19,0.21,0.26,0,0,0,0,0,0,0.03,0,0.03,18,341,170.5,0.1,0,2,0,6,0,0,35.32,0,0
9960000003144,21206,4,437.34,No,109.33,11,0.08,0,0,0.13,0.08,0,0.18,0.44,0.06,0,0,0,0,0,0.03,8,419,104.75,0.28,0,4,0,2,1,50,28.06,0,0
9960000003145,21229,1,112.5,No,112.5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,626,626,0.25,0,1,0,3,0,0,100,0,0
9960000003146,21230,1,98.99,No,98.99,16,0,0.19,0,0,0,0,0,0,0,0,0.8,0,0,0,0.01,7,320,320,0,0,2,0,2,0,0,68.98,0,0
9960000003147,21230,3,81.39,No,27.13,11,0.41,0,0,0,0,0,0.33,0,0,0,0,0,0.25,0,0.01,7,635,211.66,0.27,0,1,0,0,0,0,34.72,0,0
9960000003148,21236,17,779.67,No,45.86,11,0.28,0.007855,0,0.02,0.04,0,0.01,0.07,0.02,0,0,0,0,0,0.552145,24,644,37.88,0.21,1,4,0,9,3,33.33,8.9,1.12,0
9960000003149,21208,4,146.98,No,36.74,16,0.53,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0.01,8,323,80.75,0,0,3,0,1,0,0,50.18,0,0
9960000003150,21207,4,252.36,Yes,63.09,11,0.39,0.03,0.11,0,0,0,0.15,0.11,0,0,0,0.03,0.14,0,0.04,20,393,98.25,0.3,0,4,0,6,2,33.33,22.89,0,0
9960000003151,21213,4,215.96,Yes,53.99,11,0,0,0,0.3,0,0,0,0,0,0.6,0,0,0.02,0.06,0.02,18,678,169.5,0.3,2,3,0,5,1,20,46.23,0,0
9960000003152,21234,1,69.99,No,69.99,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,427,427,0,0,1,0,0,0,0,100,0,0
9960000003153,21204,1,77.99,No,77.99,11,0.43,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0.01,6,146,146,0.1,0,1,0,1,0,0,50.82,0,0
9960000003154,21236,2,699.93,No,349.96,16,0.09,0,0,0.07,0.43,0.21,0,0,0,0.14,0,0,0.02,0,0.04,7,170,85,0.13,0,2,0,1,1,100,27.23,0,1
9960000003155,21075,2,45.15,No,22.57,16,0.48,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0.01,5,544,272,0.33,0,2,0,0,0,0,50.06,0,0
9960000003156,21244,1,88.99,No,88.99,11,0,0,0,0,0,0.33,0,0.66,0,0,0,0,0,0,0.01,8,312,312,0,0,1,0,2,0,0,99.26,0,0
9960000003157,21212,10,400.52,Yes,40.05,19,0.11,0.14,0.17,0.02,0.04,0.09,0.17,0,0.07,0,0,0.002821,0.02,0.09,0.077179,15,634,63.4,0.32,1,4,0,4,3,75,12.49,0,1
9960000003158,21236,1,402.99,No,402.99,11,0.49,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.01,12,284,284,0,0,2,0,4,0,0,50.01,0,0
9960000003159,21228,11,1669.67,Yes,151.78,17,0.08,0.04,0,0.08,0.29,0.09,0.18,0.04,0.04,0,0,0.03,0.01,0.00504,0.11496,8,313,28.45,0.24,5,7,0,3,0,0,15.2,0.07,1
9960000003160,21228,6,270.89,No,45.14,11,0,0.12,0.4,0,0,0,0,0,0,0.47,0,0,0,0,0.01,15,697,116.16,0.33,0,2,0,4,1,25,40.06,0,0
9960000003161,21237,6,283.44,Yes,47.24,11,0,0.02,0.33,0.14,0,0,0,0.21,0,0,0,0.005084,0,0,0.294916,20,685,114.16,0.05,0,4,0,9,2,22.22,17.83,0.38,0
9960000003162,21209,2,259.99,No,129.99,11,0.13,0,0,0.11,0,0,0,0,0,0.64,0,0,0.06,0.04,0.02,3,446,223,0.13,1,1,0,0,0,0,45.36,0,0
9960000003163,21140,7,394.97,No,56.42,11,0,0,0,0.32,0.23,0.14,0,0.09,0.15,0,0,0,0,0,0.07,19,580,82.85,0.06,1,4,0,6,3,50,35.69,0.05,1
9960000003164,21207,8,449.38,Yes,56.17,18,0,0.24,0,0.22,0.03,0,0.26,0,0.11,0,0,0,0.02,0,0.12,18,684,85.5,0.34,2,6,0,5,1,20,19.43,0.1,0
9960000003165,21230,6,529.48,Yes,88.24,16,0.25,0.04,0,0.16,0.27,0.24,0,0,0,0,0,0,0,0,0.04,16,676,112.66,0.06,0,2,0,6,2,33.33,23.73,0,1
9960000003166,21236,1,107.48,No,107.48,11,0.22,0,0,0.44,0,0.32,0,0,0,0,0,0,0,0,0.02,10,269,269,0.29,0,2,0,5,0,0,35.73,0,0
9960000003167,21206,12,399.68,Yes,33.3,11,0.04,0.09,0,0.11,0.07,0.1,0.16,0.05,0,0,0,0.22,0.06,0,0.1,15,398,33.16,0.26,0,2,0,4,1,25,12.94,0.05,0
9960000003168,21221,5,329.35,No,65.87,11,0.11,0.06,0,0.1,0.23,0,0.31,0,0,0,0,0.14,0,0.02,0.03,17,598,119.6,0.01,0,3,0,7,2,28.57,20.32,0,0
9960000003169,21218,1,102.98,No,102.98,16,0,0,0,0.33,0.46,0,0,0.2,0,0,0,0,0,0,0.01,0,51,51,0.3,0,2,0,0,0,0,36.77,0,0
9960000003170,21236,2,161.77,No,80.88,16,0,0.04,0,0,0.3,0.21,0,0,0,0,0,0,0.43,0,0.02,1,75,37.5,0.34,0,2,0,0,0,0,33.19,0,0
9960000003171,21207,7,1182.4,No,168.91,11,0.09,0.01,0,0.07,0.35,0.02,0,0.09,0.17,0.1,0,0.005066,0.04,0,0.054934,17,700,100,0.14,0,4,0,5,2,40,19.32,0,0
9960000003172,21209,2,137.99,No,68.99,11,0.14,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0.01,12,303,151.5,0.06,0,2,0,3,0,0,148.34,0,0
9960000003173,21229,2,119.48,No,59.74,11,0,0,0,0,0.41,0.29,0,0.16,0,0,0,0,0,0.12,0.02,14,678,339,0.3,0,2,0,3,0,0,30.11,0,0
9960000003174,21234,5,156.48,Yes,31.29,16,0.3,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0.6,20,684,136.8,0.26,2,2,0,8,1,12.5,9.88,1.41,0
9960000003175,21228,1,289.03,Yes,289.03,16,0.3,0,0,0,0.3,0.18,0.15,0,0,0,0,0,0,0.05,0.02,17,310,310,0.2,0,3,0,5,0,0,34.27,0,0
9960000003176,21207,1,91.77,No,91.77,11,0.05,0,0,0,0.35,0,0,0,0,0.58,0,0,0,0,0.02,16,432,432,0.46,1,1,0,5,1,20,47.41,0,0
9960000003177,21228,2,198.99,No,99.49,16,0,0,0.19,0,0,0,0,0,0.15,0.65,0,0,0,0.00005,0.00995,15,659,329.5,0.24,0,2,0,8,2,25,48.78,0,0
9960000003178,21206,13,466.72,No,35.9,16,0.04,0.04,0.06,0.28,0.04,0.09,0.06,0.13,0.1,0,0,0,0,0.05,0.11,29,664,51.07,0.3,1,7,0,8,7,87.5,13.61,0.07,0
9960000003179,21211,3,117.45,Yes,39.15,19,0.24,0,0,0.22,0.12,0,0.15,0,0,0,0,0.24,0,0,0.03,9,326,108.66,0.35,0,4,0,1,0,0,21.23,0,0
9960000003180,21230,3,379.4,Yes,126.46,11,0.13,0.07,0,0.35,0.14,0.23,0,0.06,0,0,0,0,0,0,0.02,6,629,209.66,0.18,1,2,0,0,0,0,22.65,0,0
9960000003181,21215,1,121,No,121,11,0,0,0,0,0,0,0,0.96,0,0,0,0.03,0,0,0.01,15,358,358,0.03,0,2,0,5,0,0,117.38,0,0
9960000003182,21213,4,312.83,No,78.2,16,0.09,0.04,0,0.04,0.25,0.06,0.15,0.22,0,0,0,0,0.03,0.07,0.05,8,428,107,0.2,0,4,0,2,1,50,16.46,0,0
9960000003183,21230,1,134.95,No,134.95,11,0.28,0,0,0,0,0.44,0,0,0,0,0,0.26,0,0,0.02,4,237,237,0.32,0,3,0,0,0,0,35.2,0,0
9960000003184,21286,2,436.41,Yes,218.2,15,0.12,0.04,0,0.07,0.16,0.11,0.21,0,0.14,0,0,0.05,0.02,0,0.08,13,347,173.5,0.18,0,3,0,3,0,0,13.52,0,0
9960000003185,21230,1,136.97,No,136.97,16,0,0,0.12,0.14,0,0,0,0,0,0.73,0,0,0,0,0.01,3,656,656,0,0,2,0,0,0,0,56.96,0,0
9960000003186,21208,10,867.5,Yes,86.75,16,0.26,0.06,0.09,0,0.24,0.2,0.08,0,0,0,0,0,0.02,0.002537,0.047463,17,516,51.6,0.48,1,5,0,9,5,55.56,20.16,0.02,1
9960000003187,21217,12,1013.49,Yes,84.45,18,0.05,0.04,0.13,0.11,0.03,0.03,0.05,0,0.2,0,0.01,0.003661,0.01,0,0.336339,19,507,42.25,0.24,1,6,0,5,3,60,8.31,0.41,0
9960000003188,21217,7,894.45,Yes,127.77,11,0.22,0.01,0,0.1,0.2,0.05,0,0.04,0.05,0.18,0,0,0.03,0.07,0.05,22,555,79.28,0.25,2,2,1,5,4,80,20.22,0,0
9960000003189,21217,35,5066.5,Yes,144.75,11,0.19,0.01,0.15,0.05,0.06,0.003341,0.05,0.16,0.09,0.03,0.03,0.001109,0.06,0.003567,0.111983,24,645,18.42,0.25,6,10,1,6,5,83.33,11.41,0.06,1
9960000003190,21217,1,114.91,No,114.91,11,0.52,0.04,0,0.12,0,0.21,0,0.08,0,0,0,0,0,0,0.03,6,239,239,0.5,1,2,0,1,0,0,36.75,0,0
9960000003191,21208,2,250.99,No,125.49,11,0.5,0,0.28,0,0,0.21,0,0,0,0,0,0,0,0,0.01,14,313,156.5,0.31,0,2,0,4,1,25,37.73,0,0
9960000003192,21206,12,902.73,Yes,75.22,11,0.3,0.03,0.02,0,0.18,0.1,0,0.22,0,0,0,0,0,0,0.15,22,662,55.16,0.15,5,4,0,9,5,55.56,19.03,0.12,0
9960000003193,21215,1,113,No,113,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,131,131,0.18,1,1,0,1,0,0,100,0,0
9960000003194,21212,3,494.99,No,164.99,11,0.56,0,0,0.07,0,0,0,0.09,0,0.26,0,0,0,0,0.02,17,462,154,0.17,0,2,0,4,0,0,40,0,1
9960000003195,21286,1,106.18,No,106.18,16,0.7,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.18,4,15,15,0.31,1,2,0,0,0,0,51.1,0,0
9960000003196,21215,8,811.71,Yes,101.46,16,0.07,0,0,0.05,0.22,0.17,0,0.08,0.1,0,0.14,0,0.01,0,0.16,14,282,35.25,0.28,3,3,0,4,3,75,13.11,0.19,0
9960000003197,21236,1,421.13,No,421.13,11,0,0,0,0.08,0.4,0.1,0,0.1,0.29,0,0,0,0,0,0.03,3,619,619,0.1,0,2,0,0,0,0,28.14,0,1
9960000003198,21234,1,99.23,No,99.23,11,0.21,0,0.1,0,0,0,0.67,0,0,0,0,0,0,0,0.02,4,293,293,0.25,0,1,0,1,0,0,51.49,0,0
9960000003199,21208,5,415.98,Yes,83.19,18,0,0,0.03,0.2,0.49,0.17,0.02,0,0,0,0,0.06,0,0,0.03,20,618,123.6,0.13,1,2,0,8,2,25,40.15,0,1
9960000003200,21215,3,238.01,No,79.33,11,0.05,0.04,0.14,0,0.21,0,0.18,0,0.14,0,0.21,0,0,0,0.03,11,388,129.33,0.34,0,3,0,1,0,0,17.36,0,0
9960000003201,21234,1,142.98,No,142.98,16,0,0,0,0,0,0,0,0,0.89,0,0,0,0.1,0,0.01,4,93,93,0.16,0,2,0,0,0,0,81.23,0,0
9960000003202,21234,2,174.97,No,87.48,16,0.22,0.06,0,0,0,0,0.61,0,0,0,0,0.09,0,0,0.02,16,342,171,0.12,0,2,0,6,0,0,43.92,0,0
9960000003203,21202,5,215.94,No,43.18,11,0,0.01,0.31,0,0.13,0,0,0.03,0,0,0,0,0.31,0,0.21,6,272,54.4,0.45,0,3,0,0,0,0,21.53,0.23,0
9960000003204,21286,5,179.94,No,35.98,11,0,0,0,0.15,0.03,0,0.11,0,0.19,0.5,0,0,0,0,0.02,6,657,131.4,0.29,0,2,0,1,0,0,33.11,0,0
9960000003205,21206,4,479.46,No,119.86,18,0.39,0,0,0.16,0,0.07,0,0,0.18,0,0,0,0.14,0.04,0.02,19,514,128.5,0.25,0,3,0,9,2,22.22,24.51,0,0
9960000003206,21239,7,598.11,No,85.44,11,0.3,0.04,0.07,0.1,0.13,0.08,0.05,0,0,0,0.15,0.03,0.02,0,0.03,9,344,49.14,0.22,1,3,0,2,1,50,16.11,0,0
9960000003207,21229,1,143.99,No,143.99,11,0,0,0,0.3,0,0,0,0,0,0.69,0,0,0,0,0.01,17,463,463,0,0,1,0,6,0,0,57.56,0,0
9960000003208,21220,2,192.47,No,96.23,11,0.05,0.03,0,0.15,0,0.19,0,0,0.24,0,0,0.06,0,0,0.28,16,643,321.5,0.09,0,2,0,5,1,20,13.42,0.31,1
9960000003209,21229,11,741.85,No,67.44,18,0.03,0.05,0.06,0.22,0.2,0.1,0.13,0.05,0,0,0.06,0.005094,0,0,0.094906,8,620,56.36,0.23,0,6,0,2,0,0,13.54,0.05,0
9960000003210,21229,9,1116.66,Yes,124.07,18,0.07,0.04,0,0.11,0.08,0.15,0.05,0.06,0.09,0.05,0,0.01,0.04,0.04,0.21,19,625,69.44,0.1,2,3,0,5,3,60,7.95,0.26,0
9960000003211,21244,3,329.46,No,109.82,11,0.05,0,0,0.07,0,0,0,0.05,0,0.51,0,0,0.06,0,0.26,7,271,90.33,0.01,0,2,0,1,0,0,27.9,0.3,0
9960000003212,21217,14,930.19,Yes,66.44,11,0.18,0.19,0,0.12,0,0,0.03,0.09,0,0.08,0,0.01,0.03,0.02,0.25,19,679,48.5,0.22,2,5,0,5,3,60,10.73,0.26,0
9960000003213,21208,5,290.96,No,58.19,11,0.27,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0.32,16,320,64,0.07,0,5,0,8,2,25,27.02,0.43,0
9960000003214,21244,5,132.99,No,26.59,11,0,0,0,0,0.57,0,0,0,0.22,0,0,0,0.04,0,0.17,6,357,71.4,0.46,0,2,0,1,1,100,37.99,0.18,0
9960000003215,21214,6,471.62,No,78.6,11,0.03,0.12,0.03,0,0.38,0.04,0.27,0.02,0.07,0,0,0,0,0,0.04,4,264,44,0.37,0,4,0,0,0,0,24.86,0,0
9960000003216,21208,3,90.75,No,30.25,11,0.44,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.44,13,537,179,0.14,0,1,0,8,0,0,20.91,0.77,0
9960000003217,21224,5,230.92,No,46.18,11,0.26,0,0.14,0,0,0,0,0,0.4,0,0,0.02,0.02,0,0.16,1,245,49,0.2,0,3,0,0,0,0,25.6,0.15,0
9960000003218,21401,2,97,No,48.5,11,0,0,0,0.59,0,0,0.4,0,0,0,0,0,0,0,0.01,6,118,59,0,0,1,0,0,0,0,51.91,0,0
9960000003219,21402,12,650.88,No,54.24,16,0.16,0.04,0.04,0.17,0.32,0,0,0.05,0,0,0,0,0.009361,0,0.210639,15,483,40.25,0.21,0,6,0,3,1,33.33,16.82,0.22,1
9960000003220,21401,16,1982.99,Yes,123.93,16,0.38,0.02,0,0.02,0,0,0,0.14,0.15,0,0,0.005996,0,0,0.284004,14,677,42.31,0.21,4,3,1,3,1,33.33,19.59,0.34,0
9960000003221,21401,2,521.94,No,260.97,11,0.24,0,0,0.08,0.19,0.12,0,0.19,0.15,0,0,0,0,0,0.03,17,296,148,0.03,1,2,0,5,1,20,18.33,0,0
9960000003222,21403,4,324,No,81,11,0,0,0.12,0,0.3,0.18,0.39,0,0,0,0,0,0,0,0.01,4,498,124.5,0.05,0,2,0,0,0,0,53.24,0,0
9960000003223,21401,2,120.99,No,60.49,11,0.33,0,0,0,0,0.48,0,0,0,0,0,0.18,0,0,0.01,8,558,279,0,0,1,0,1,0,0,61.79,0,0
9960000003224,21403,4,634.38,No,158.59,16,0.6,0.05,0,0.06,0.09,0,0.04,0,0.13,0,0,0,0,0,0.03,15,464,116,0.32,0,3,0,3,1,33.33,40.37,0,0
9960000003225,21403,1,81.5,No,81.5,11,0,0,0,0,0,0.72,0,0,0,0,0,0,0.22,0.05,0.01,7,293,293,0,0,1,0,1,0,0,109.99,0,0
9960000003226,21401,1,197,No,197,11,0,0,0,0.19,0.5,0,0,0.29,0,0,0,0,0,0,0.02,10,246,246,0,0,1,0,2,0,0,102.46,0,0
9960000003227,45801,7,261.74,No,37.39,16,0.32,0.04,0,0,0,0,0,0,0.19,0,0,0,0,0,0.45,4,361,51.57,0.2,0,2,0,0,0,0,14.44,0.78,1
9960000003228,21401,2,308.47,No,154.23,16,0.19,0,0,0,0.16,0,0,0,0,0,0.45,0.19,0,0,0.01,13,465,232.5,0.36,0,2,0,4,0,0,30.51,0,0
9960000003229,21403,3,231.99,No,77.33,11,0,0.04,0.03,0.06,0.24,0.13,0,0,0,0,0,0,0,0,0.5,27,197,65.66,0,0,2,0,5,1,20,8.83,0.87,0
9960000003230,21403,4,257.97,No,64.49,11,0.35,0.04,0.17,0.15,0,0,0.21,0,0,0,0,0.01,0.04,0,0.03,10,579,144.75,0.3,0,1,0,1,1,100,22.67,0,0
9960000003231,21401,4,242.93,Yes,60.73,11,0.09,0,0,0,0.34,0,0.07,0.4,0,0,0,0,0,0,0.1,12,300,75,0.17,0,2,0,3,0,0,29.8,0.08,1
9960000003232,21401,2,279,No,139.5,11,0.13,0,0,0,0.42,0.44,0,0,0,0,0,0,0,0,0.01,0,70,35,0,0,1,0,0,0,0,43.65,0,0
9960000003233,21401,12,368.05,Yes,30.67,11,0.39,0.03,0.06,0.04,0,0,0,0,0,0,0,0,0,0.07,0.41,26,677,56.41,0.26,0,5,1,6,1,16.67,16.8,0.62,0
9960000003234,21401,1,167.5,No,167.5,11,0.89,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.01,11,287,287,0.5,0,1,0,1,0,0,81.76,0,0
9960000003235,21401,1,78.98,No,78.98,11,0,0.25,0.74,0,0,0,0,0,0,0,0,0,0,0,0.01,7,286,286,0,0,1,0,1,0,0,62.19,0,0
9960000003236,21403,2,123.98,No,61.99,11,0,0,0,0,0,0.19,0,0,0,0.8,0,0,0,0,0.01,5,112,56,0.22,0,1,0,0,0,0,68.78,0,0
9960000003237,21401,2,68.99,No,34.49,11,0.18,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0.37,6,286,143,0.26,0,1,0,0,0,0,24.01,0.56,0
9960000003238,21401,12,1570.18,No,130.84,16,0.36,0.06,0.08,0.07,0.06,0.11,0.1,0.01,0.05,0,0,0,0.04,0,0.06,14,540,45,0.2,4,4,0,5,4,80,19.81,0,0
9960000003239,21401,1,92.49,No,92.49,11,0.81,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.01,7,261,261,0.41,0,1,0,0,0,0,69.33,0,0
9960000003240,21403,4,407.03,Yes,101.75,11,0.21,0.08,0.36,0,0,0.06,0,0.24,0,0,0,0.02,0,0,0.03,14,325,81.25,0.21,1,2,0,3,0,0,25.31,0,0
9960000003241,21401,2,73.28,No,36.64,11,0,0.27,0,0,0,0,0,0,0,0,0,0.6,0.12,0,0.01,5,608,304,0.22,0,2,0,0,0,0,45.35,0,1
9960000003242,21502,1,122.55,No,122.55,16,0.22,0.12,0,0.14,0,0.48,0,0,0,0,0,0.02,0,0,0.02,0,41,41,0.26,0,2,0,0,0,0,55.03,0,0
9960000003243,21550,8,1172.81,Yes,146.6,16,0.19,0.03,0.03,0.007565,0.12,0.18,0.11,0.08,0.05,0,0,0,0.02,0.03,0.152435,15,645,80.62,0.1,1,6,0,8,3,37.5,14.18,0.12,1
9960000003244,21658,3,177.47,No,59.15,16,0.27,0,0,0.16,0.27,0,0,0,0.28,0,0,0,0,0,0.02,10,453,151,0.38,0,2,0,5,0,0,25.88,0,0
9960000003245,21613,3,159.97,No,53.32,16,0,0,0,0.49,0,0,0,0,0.5,0,0,0,0,0,0.01,5,159,53,0.33,0,3,0,0,0,0,50,0,0
9960000003246,21677,6,295.65,No,49.27,11,0.23,0,0,0.18,0.24,0.06,0.15,0,0.12,0,0,0,0,0,0.02,15,587,97.83,0.33,1,3,0,7,1,14.29,18.81,0,1
9960000003247,21601,1,127,No,127,11,0,0,0,0.76,0,0,0,0,0,0,0,0.23,0,0,0.01,11,363,363,0,0,2,0,4,0,0,63.91,0,0
9960000003248,21638,5,307,No,61.4,11,0.24,0,0,0,0,0,0.27,0,0.19,0,0,0,0.05,0,0.25,13,512,102.4,0.08,0,1,0,3,0,0,17.84,0.29,1
9960000003249,21658,3,354,No,118,11,0,0,0.02,0.13,0.27,0,0,0.33,0.22,0,0,0,0,0,0.03,24,509,169.66,0.02,0,2,0,9,0,0,28.6,0,0
9960000003250,20708,6,458.6,Yes,76.43,19,0,0.02,0,0.08,0,0.03,0,0.14,0.4,0,0,0.04,0.02,0.02,0.25,5,99,16.5,0.21,1,2,0,0,0,0,19.7,0.28,0
9960000003251,21613,3,255,Yes,85,16,0.28,0,0,0.19,0,0,0,0,0,0,0,0.07,0,0,0.46,10,641,213.66,0.05,0,3,0,4,1,25,12.27,0.81,1
9960000003252,21632,1,230.99,No,230.99,11,0.16,0,0.06,0,0.42,0.25,0,0,0,0,0,0,0.08,0,0.03,19,569,569,0,0,1,0,9,0,0,75.55,0,0
9960000003253,21655,1,129.98,Yes,129.98,11,0,0,0,0,0.61,0.38,0,0,0,0,0,0,0,0,0.01,13,384,384,0,0,1,0,2,0,0,52.66,0,0
9960000003254,21613,2,215.96,No,107.98,11,0.28,0,0,0,0.31,0.22,0,0.13,0,0,0,0.02,0,0,0.04,5,197,98.5,0,0,3,0,0,0,0,25.59,0,0
9960000003255,21638,2,86.22,No,43.11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,267,133.5,0.33,0,1,0,1,0,0,100,0,0
9960000003256,21613,4,123.68,No,30.92,17,0.25,0,0,0,0,0,0,0,0.24,0,0,0,0.39,0,0.12,3,103,25.75,0.32,0,2,0,0,0,0,27.99,0.12,0
9960000003257,21629,1,72.48,No,72.48,11,0.31,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0.01,6,273,273,0.09,0,1,0,0,0,0,57.19,0,0
9960000003258,21787,8,403.38,No,50.42,15,0.32,0,0.04,0,0.07,0,0,0.28,0,0,0,0,0,0.16,0.13,9,684,85.5,0.13,0,5,0,1,0,0,21.91,0.12,0
9960000003259,21791,6,939.44,No,156.57,16,0.11,0,0,0.03,0,0.18,0.16,0.12,0,0.3,0,0,0,0.06,0.04,17,500,83.33,0.16,0,2,0,7,1,14.29,22.4,0,0
9960000003260,21117,7,620.38,Yes,88.62,11,0.04,0,0,0.02,0.22,0.14,0,0.18,0.1,0,0,0.01,0.05,0,0.24,14,495,70.71,0.09,0,5,0,5,1,20,25.89,0.25,1
9960000003261,21784,1,94.48,No,94.48,11,0.42,0.21,0,0,0,0,0,0,0,0,0,0,0,0.36,0.01,4,348,348,0.03,0,1,0,3,0,0,35.72,0,0
9960000003262,21738,1,247.98,No,247.98,11,0.66,0,0,0,0,0,0.31,0,0,0,0,0,0,0.01,0.02,3,172,172,0.07,0,1,0,0,0,0,54.97,0,0
